At. num	Sp. Name	Ion Charge	El. Name	Isoel. Seq.	Ground Shells (a)	Ground Level	Prefix	Ionization Energy (eV)	Suffix	Uncertainty (b) (eV)	References	
"35"	"Br XVI"	"+15"	"Bromine"	"Ca"	"[Ar].3d2"	"3F<2>"	"("	"530"	")"	"3"	"L8672c99"	
"35"	"Br XVII"	"+16"	"Bromine"	"K"	"[Ar].3d"	"2D<3/2>"	"("	"577"	")"	"3"	"L8672c99"	
"35"	"Br XVIII"	"+17"	"Bromine"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"716.3"	"]"	"2.3"	"L11770"	
"35"	"Br XIX"	"+18"	"Bromine"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"761.0"	"]"	"0.8"	"L11770"	
"35"	"Br XX"	"+19"	"Bromine"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"809.8"	"]"	"1.2"	"L11770"	
"35"	"Br XXI"	"+20"	"Bromine"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"870"	"]"	"3"	"L11770"	
"35"	"Br XXII"	"+21"	"Bromine"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"920.8"	"]"	"2.2"	"L11770"	
"35"	"Br XXIII"	"+22"	"Bromine"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"963"	"]"	"5"	"L11770"	
"35"	"Br XXIV"	"+23"	"Bromine"	"Mg"	"[Ne].3s2"	"1S0"	"["	"1070.6"	"]"	"1.4"	"L11770"	
"35"	"Br XXV"	"+24"	"Bromine"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"1119.17"	"]"	"0.04"	"L11770"	
"35"	"Br XXVI"	"+25"	"Bromine"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"2731.4"	"]"	"1.5"	"L11770"	
"35"	"Br XXVII"	"+26"	"Bromine"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"2869"	"]"	"5"	"L11770"	
"35"	"Br XXVIII"	"+27"	"Bromine"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"3021"	"]"	"7"	"L11770"	
"35"	"Br XXIX"	"+28"	"Bromine"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"3169"	"]"	"24"	"L11770"	
"35"	"Br XXX"	"+29"	"Bromine"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"3361"	"]"	"3"	"L11770"	
"35"	"Br XXXI"	"+30"	"Bromine"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"3523.1"	"]"	"2.2"	"L11770"	
"35"	"Br XXXII"	"+31"	"Bromine"	"Be"	"1s2.2s2"	"1S0"	"["	"3735"	"]"	"4"	"L11770"	
"35"	"Br XXXIII"	"+32"	"Bromine"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"3868.986"	")"	"0.007"	"L16264c99"	
"35"	"Br XXXIV"	"+33"	"Bromine"	"He"	"1s2"	"1S0"	"("	"16317.014"	")"	"0.004"	"L21139"	
"35"	"Br XXXV"	"+34"	"Bromine"	"H"	"1s"	"2S<1/2>"	"("	"16937.1497"	")"	"0.0015"	"L19200"	
"36"	"Kr I"	"0"	"Krypton"	"Kr"	"[Ar].3d10.4s2.4p6"	"1S0"	""	"13.9996055"	""	"0.0000020"	"L12196"	
"36"	"Kr II"	"+1"	"Krypton"	"Br"	"[Ar].3d10.4s2.4p5"	"2P*<3/2>"	""	"24.35984"	""	"0.00012"	"L7212,L353"	
"36"	"Kr III"	"+2"	"Krypton"	"Se"	"[Ar].3d10.4s2.4p4"	"3P<2>"	""	"35.838"	""	"0.020"	"L15467"	
"36"	"Kr IV"	"+3"	"Krypton"	"As"	"[Ar].3d10.4s2.4p3"	"4S*<3/2>"	""	"50.85"	""	"0.11"	"L9022c101"	
"36"	"Kr V"	"+4"	"Krypton"	"Ge"	"[Ar].3d10.4s2.4p2"	"3P0"	"["	"64.69"	"]"	"0.20"	"L12196,L16139"	
"36"	"Kr VI"	"+5"	"Krypton"	"Ga"	"[Ar].3d10.4s2.4p"	"2P*<1/2>"	"["	"78.49"	"]"	"0.20"	"L12196,L16139"	
"36"	"Kr VII"	"+6"	"Krypton"	"Zn"	"[Ar].3d10.4s2"	"1S0"	"("	"109.13"	")"	"0.05"	"L13202"	
"36"	"Kr VIII"	"+7"	"Krypton"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"125.802"	""	"0.003"	"L10636"	
"36"	"Kr IX"	"+8"	"Krypton"	"Ni"	"[Ar].3d10"	"1S0"	"["	"233.0"	"]"	"0.7"	"L10191"	
"36"	"Kr X"	"+9"	"Krypton"	"Co"	"[Ar].3d9"	"2D<5/2>"	"("	"268"	")"	"3"	"L7212"	
"36"	"Kr XI"	"+10"	"Krypton"	"Fe"	"[Ar].3d8"	"3F<4>"	"("	"308"	")"	"3"	"L7212"	
"36"	"Kr XII"	"+11"	"Krypton"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"("	"350"	")"	"3"	"L7212"	
"36"	"Kr XIII"	"+12"	"Krypton"	"Cr"	"[Ar].3d6"	"5D<4>"	"("	"391"	")"	"4"	"L7212"	
"36"	"Kr XIV"	"+13"	"Krypton"	"V"	"[Ar].3d5"	"6S<5/2>"	"("	"446"	")"	"3"	"L8672c99"	
"36"	"Kr XV"	"+14"	"Krypton"	"Ti"	"[Ar].3d4"	"5D0"	"("	"492"	")"	"5"	"L12196"	
"36"	"Kr XVI"	"+15"	"Krypton"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"540"	")"	"3"	"L8672c99"	
"36"	"Kr XVII"	"+16"	"Krypton"	"Ca"	"[Ar].3d2"	"3F<2>"	"("	"591"	")"	"3"	"L8672c99"	
"36"	"Kr XVIII"	"+17"	"Krypton"	"K"	"[Ar].3d"	"2D<3/2>"	"("	"640"	")"	"3"	"L8672c99"	
"36"	"Kr XIX"	"+18"	"Krypton"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"785.316"	"]"	"0.012"	"L11770"	
"36"	"Kr XX"	"+19"	"Krypton"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"831.6"	"]"	"0.9"	"L11770"	
"36"	"Kr XXI"	"+20"	"Krypton"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"882.8"	"]"	"1.3"	"L11770"	
"36"	"Kr XXII"	"+21"	"Krypton"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"945"	"]"	"3"	"L11770"	
"36"	"Kr XXIII"	"+22"	"Krypton"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"999.0"	"]"	"2.4"	"L11770"	
"36"	"Kr XXIV"	"+23"	"Krypton"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"1042"	"]"	"5"	"L11770"	
"36"	"Kr XXV"	"+24"	"Krypton"	"Mg"	"[Ne].3s2"	"1S0"	"["	"1155.0"	"]"	"1.6"	"L11770"	
"36"	"Kr XXVI"	"+25"	"Krypton"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"1205.23"	"]"	"0.04"	"L11770"	
"36"	"Kr XXVII"	"+26"	"Krypton"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"2928.9"	"]"	"1.7"	"L11770"	
"36"	"Kr XXVIII"	"+27"	"Krypton"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"3072"	"]"	"5"	"L11770"	
"36"	"Kr XXIX"	"+28"	"Krypton"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"3228"	"]"	"7"	"L11770"	
"36"	"Kr XXX"	"+29"	"Krypton"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"3380"	"]"	"30"	"L11770"	
"36"	"Kr XXXI"	"+30"	"Krypton"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"3584"	"]"	"4"	"L11770"	
"36"	"Kr XXXII"	"+31"	"Krypton"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"3752.0"	"]"	"2.5"	"L11770"	
"36"	"Kr XXXIII"	"+32"	"Krypton"	"Be"	"1s2.2s2"	"1S0"	"["	"3971"	"]"	"4"	"L11770"	
"36"	"Kr XXXIV"	"+33"	"Krypton"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"4109.083"	")"	"0.009"	"L16264c99"	
"36"	"Kr XXXV"	"+34"	"Krypton"	"He"	"1s2"	"1S0"	"("	"17296.424"	")"	"0.004"	"L21139"	
"36"	"Kr XXXVI"	"+35"	"Krypton"	"H"	"1s"	"2S<1/2>"	"("	"17936.2405"	")"	"0.0016"	"L19200"	
Notes:
(a) Designations used in the ground shell lists:
     [Ne] = 1s2.2s2.2p6
     [Ar] = 1s2.2s2.2p6.3s2.3p6
(b) Uncertainties of some of the listed values are unknown. 

